name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Datsun_GO_Plus_T_Option_BSIV,2015,295000,21000,Petrol,Individual,Manual,First_Owner
Maruti_Ertiga_VXI_CNG,2018,587000,80000,CNG,Individual,Manual,First_Owner
Ambassador_Grand_1800_ISZ_MPFI_PW_CL,2012,430000,50000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_i_(Petrol),2007,123000,50000,Petrol,Individual,Manual,Second_Owner
Skoda_Laura_Ambiente_2.0_TDI_CR_AT,2012,450000,48500,Diesel,Individual,Automatic,Second_Owner
Maruti_Wagon_R_LXI_Minor,2007,130000,60000,Petrol,Individual,Manual,Third_Owner
Tata_Indica_Vista_Aqua_1.4_TDI,2010,110000,90000,Diesel,Individual,Manual,Second_Owner
Mahindra_Xylo_Celebration_Edition_BSIV,2010,200000,240000,Diesel,Individual,Manual,Third_Owner
Hyundai_Grand_i10_Magna,2015,320000,70000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_BS_IV,2014,300000,50000,Petrol,Individual,Manual,First_Owner
Volkswagen_CrossPolo_1.2_MPI,2016,350000,110000,Petrol,Individual,Manual,First_Owner
Maruti_Ertiga_VXI_Petrol,2018,800000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_Xcent_1.1_CRDi_S,2016,270000,175000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_1.2_Magna_Executive,2017,540000,60000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_CNG,2011,160000,60000,CNG,Individual,Manual,Second_Owner
Maruti_SX4_VDI,2013,340000,100000,Diesel,Individual,Manual,Second_Owner
Maruti_Eeco_5_Seater_AC_BSIV,2017,350000,40000,Petrol,Individual,Manual,Second_Owner
Volkswagen_Vento_Diesel_Style_Limited_Edition,2011,300000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Ritz_VDi,2013,330000,63000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_CNG,2016,325000,80000,CNG,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2013,250000,55000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Star_VDI,2013,250000,55000,Diesel,Individual,Manual,First_Owner
Chevrolet_Beat_LT_Option,2015,240000,60000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Magna_BSIV,2020,545000,5000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Magna_1.1_iTech_SE,2015,300000,48000,Petrol,Dealer,Manual,First_Owner
Chevrolet_Beat_LT,2010,130000,80000,Petrol,Individual,Manual,Second_Owner
Renault_KWID_RXT,2017,240000,50000,Petrol,Individual,Manual,First_Owner
Renault_KWID_1.0_RXT_Optional,2018,360000,15000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_1.4_CRDi_Magna,2012,250000,70000,Diesel,Individual,Manual,First_Owner
Skoda_Laura_Elegance_2.0_TDI_CR_AT,2019,475000,105000,Diesel,Dealer,Automatic,First_Owner
Hyundai_i20_Asta_Option_1.4_CRDi,2016,600000,50000,Diesel,Individual,Manual,Second_Owner
Tata_Indigo_CR4,2010,150000,80000,Diesel,Individual,Manual,Second_Owner
Ford_EcoSport_1.5_Diesel_Trend_BSIV,2017,700000,50000,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2016,1290000,5000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_Xing_XG,2004,80000,58000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_Sportz,2015,425000,12000,Petrol,Individual,Manual,First_Owner
Maruti_Celerio_ZXI_AMT_BSIV,2018,500000,10000,Petrol,Individual,Automatic,First_Owner
Hyundai_Santro_Xing_GLS,2012,193000,45000,Petrol,Individual,Manual,Second_Owner
Honda_City_i_VTEC_V,2015,800000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_Minor,2008,150000,50000,Petrol,Individual,Manual,First_Owner
Maruti_800_AC,2002,80000,40000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Ford_Figo_Diesel_EXI,2010,130000,100000,Diesel,Individual,Manual,Third_Owner
Ford_Figo_Diesel_EXI,2012,280000,80000,Diesel,Individual,Manual,Second_Owner
Mahindra_Xylo_D2_BS_IV,2011,229999,110000,Diesel,Individual,Manual,Second_Owner
Maruti_Zen_Estilo_VXI_BSIII,2008,80000,120000,Petrol,Individual,Manual,First_Owner
Tata_Nano_Cx_BSIII,2010,70000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Ritz_VDi,2013,240000,60000,Diesel,Individual,Manual,Second_Owner
Mahindra_Xylo_E8,2010,380000,72000,Diesel,Individual,Manual,Second_Owner
Maruti_Ritz_VDi,2013,240000,60000,Diesel,Individual,Manual,Second_Owner
Hyundai_Santro_Xing_XO,2006,80000,110000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Era,2013,265000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_Magna_Plus_Option,2018,320000,25000,Petrol,Individual,Manual,First_Owner
Nissan_Terrano_XL_110_PS,2014,500000,120000,Diesel,Individual,Manual,Third_Owner
Hyundai_Creta_1.6_CRDi_SX_Option,2016,1300000,55000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_S11_BSIV,2018,1500000,35000,Diesel,Individual,Manual,First_Owner
Toyota_Innova_Crysta_2.8_ZX_AT_BSIV,2016,1800000,110000,Diesel,Individual,Automatic,First_Owner
Mahindra_XUV500_W6_2WD,2014,600000,80000,Diesel,Individual,Manual,Second_Owner
Tata_Tiago_1.2_Revotron_XT,2018,420000,80000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_Estilo_LXI_BS_IV,2009,140000,120000,Petrol,Individual,Manual,First_Owner
Skoda_Laura_Ambiente_2.0_TDI_CR_MT,2010,300000,100000,Diesel,Individual,Manual,Second_Owner
Hyundai_Santro_Xing_XL_eRLX_Euro_III,2006,100000,60000,Petrol,Dealer,Manual,Second_Owner
Maruti_Alto_K10_VXI,2017,350000,25000,Petrol,Dealer,Manual,First_Owner
Ford_EcoSport_1.5_Ti_VCT_MT_Titanium_BE_BSIV,2018,850000,19000,Petrol,Dealer,Manual,First_Owner
Maruti_Alto_LX,2008,140000,54000,Petrol,Dealer,Manual,First_Owner
Ford_Aspire_Titanium_Plus_BSIV,2015,550000,17100,Petrol,Dealer,Manual,Second_Owner
Hyundai_Grand_i10_Asta_Option_AT,2017,525000,19000,Petrol,Dealer,Automatic,First_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2015,470000,146000,Diesel,Dealer,Manual,First_Owner
Ford_Endeavour_3.0L_4X4_AT,2013,900000,98000,Diesel,Dealer,Automatic,First_Owner
Ford_Endeavour_2.5L_4X2,2011,500000,224642,Diesel,Dealer,Manual,Second_Owner
Maruti_Zen_LXI,1998,80000,120000,Petrol,Individual,Manual,Second_Owner
Mahindra_Verito_1.5_D2_BSIII,2011,175000,175000,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_AT_W10_AWD,2017,1350000,15000,Diesel,Individual,Automatic,Second_Owner
Renault_Duster_110PS_Diesel_RxZ,2017,800000,50000,Diesel,Individual,Manual,First_Owner
Datsun_RediGO_1.0_S,2017,250000,15000,Petrol,Individual,Manual,First_Owner
Maruti_Ignis_1.2_AMT_Alpha_BSIV,2018,700000,25000,Petrol,Individual,Automatic,First_Owner
Tata_Nexon_1.5_Revotorq_XM,2019,800000,25000,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2013,660000,69000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2015,465000,60000,Diesel,Individual,Manual,Third_Owner
Mahindra_Scorpio_2.6_CRDe,2006,180000,222435,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2017,600000,66000,Diesel,Individual,Manual,Third_Owner
Ford_Fiesta_1.4_ZXi_Duratec,2010,150000,110000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_1.6_SX,2014,450000,78000,Diesel,Individual,Manual,Second_Owner
Hyundai_Elite_i20_Sportz_Plus_BSIV,2019,721000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_1.2_DLX,2018,300000,35000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_BSIV,2019,1000000,10000,Diesel,Individual,Manual,First_Owner
Renault_KWID_RXT,2016,300000,40000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_LX,2013,450000,120000,Diesel,Individual,Manual,First_Owner
Maruti_Esteem_AX,1997,79000,70000,Petrol,Individual,Automatic,First_Owner
Ford_Figo_1.5D_Trend_MT,2017,545000,40000,Diesel,Individual,Manual,First_Owner
Honda_Amaze_V_Diesel_BSIV,2018,844999,20000,Diesel,Individual,Manual,First_Owner
Skoda_Rapid_1.5_TDI_Ambition,2016,700000,93000,Diesel,Individual,Manual,First_Owner
Toyota_Etios_VD,2016,650000,159000,Diesel,Individual,Manual,First_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2014,525000,75000,Diesel,Individual,Manual,Second_Owner
Ford_Fiesta_Classic_1.4_SXI_Duratorq,2006,110000,101100,Diesel,Individual,Manual,Third_Owner
Tata_Indica_Vista_Aqua_1.3_Quadrajet_BSIV,2011,180000,66000,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Era,2012,280000,30000,Petrol,Individual,Manual,Second_Owner
Renault_KWID_1.0_RXT_Optional,2019,400000,10000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W8_4WD,2012,625000,126000,Diesel,Individual,Manual,Second_Owner
Volkswagen_Vento_1.5_TDI_Highline,2015,535000,70000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI_Optional,2017,459999,50000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_DI,2010,300000,100000,Diesel,Individual,Manual,First_Owner
Honda_Civic_1.8_V_AT,2007,280000,60000,Petrol,Individual,Automatic,First_Owner
Honda_Mobilio_V_i_VTEC,2014,500000,70000,Petrol,Individual,Manual,First_Owner
Hyundai_Creta_1.6_SX,2019,1200000,1200,Petrol,Individual,Manual,First_Owner
Renault_KWID_RXT,2016,300000,40000,Petrol,Individual,Manual,First_Owner
Tata_Manza_ELAN_Quadrajet_BS_IV,2011,180000,80000,Diesel,Individual,Manual,Third_Owner
Hyundai_i10_Sportz_AT,2011,180000,134444,Petrol,Individual,Automatic,Second_Owner
Maruti_Alto_LXi,2009,78000,120000,Petrol,Individual,Manual,Second_Owner
Nissan_Micra_Diesel_XV_Premium,2011,160000,120000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLX_2WD_AIRBAG_BSIV,2014,600000,238000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_Minor,2008,110000,100000,Petrol,Individual,Manual,Second_Owner
Mahindra_Bolero_SLX_4WD_BSIII,2011,450000,110000,Diesel,Individual,Manual,Second_Owner
Mahindra_Scorpio_S9_BSIV,2019,1350000,35000,Diesel,Individual,Manual,First_Owner
Honda_City_1.3_DX,2003,120000,165000,Petrol,Individual,Manual,Second_Owner
Honda_BR-V_i-DTEC_VX_MT,2018,1040000,42000,Diesel,Individual,Manual,First_Owner
Hyundai_Grand_i10_CRDi_Sportz,2014,390000,70000,Diesel,Individual,Manual,Second_Owner
Tata_Nano_Lx_BSIII,2011,65000,60000,Petrol,Individual,Manual,Second_Owner
Volkswagen_Polo_Diesel_Highline_1.2L,2013,320000,115000,Diesel,Individual,Manual,Third_Owner
Volkswagen_Ameo_1.5_TDI_Highline,2017,720000,70000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_ZXI_ABS,2007,220000,80000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_BS_IV,2011,225000,65000,Petrol,Dealer,Manual,First_Owner
Tata_Manza_Aura_(ABS)_Quadrajet_BS_IV,2010,200000,150000,Diesel,Individual,Manual,Second_Owner
Toyota_Etios_GD,2015,434999,75000,Diesel,Dealer,Manual,Second_Owner
Ford_Figo_Diesel_Titanium,2012,300000,63700,Diesel,Individual,Manual,First_Owner
Honda_Amaze_VX_i-DTEC,2018,700000,74800,Diesel,Individual,Manual,First_Owner
Ford_Endeavour_2.5L_4X2_MT,2009,500000,105000,Diesel,Individual,Manual,Second_Owner
Renault_Duster_85PS_Diesel_RxE,2016,500000,40000,Diesel,Individual,Manual,First_Owner
Maruti_Ritz_LDi,2016,400000,90000,Diesel,Individual,Manual,Second_Owner
Toyota_Corolla_Altis_D-4D_J,2015,825000,75000,Diesel,Dealer,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2018,720000,15000,Diesel,Individual,Manual,First_Owner
Maruti_800_AC_Uniq,2009,110000,30000,Petrol,Individual,Manual,Second_Owner
Mahindra_Scorpio_VLX_2WD_AIRBAG_BSIV,2014,600000,100000,Diesel,Individual,Manual,Second_Owner
Mahindra_Scorpio_VLX_2WD_AT_BSIV,2009,275000,155000,Diesel,Individual,Automatic,Third_Owner
Land_Rover_Range_Rover_Evoque_2.2L_Dynamic,2012,2349000,149000,Diesel,Individual,Automatic,Second_Owner
Hyundai_i20_1.4_Sportz,2017,740000,60000,Diesel,Individual,Manual,First_Owner
Maruti_Baleno_Alpha_1.3,2017,800000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_CRDi_1.6_SX_Option,2019,1100000,100000,Diesel,Individual,Manual,First_Owner
BMW_X1_sDrive20d,2012,750000,100000,Diesel,Individual,Automatic,Second_Owner
Maruti_Alto_K10_2010-2014_VXI,2012,200000,90000,Petrol,Individual,Manual,Second_Owner
Tata_Spacio_SA_6_Seater,2009,210000,75000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2009,270000,120000,Diesel,Individual,Manual,Second_Owner
Toyota_Etios_1.4_VXD,2016,630000,90000,Diesel,Individual,Manual,Second_Owner
Hyundai_Xcent_1.2_Kappa_S,2015,375000,55000,Petrol,Individual,Manual,First_Owner
Mahindra_Xylo_D2,2010,300000,70000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_Power_Plus_SLX,2016,580000,95000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_1.4_CRDi,2014,550000,50000,Diesel,Individual,Manual,First_Owner
Maruti_Ciaz_ZDi_Plus_SHVS,2016,750000,50000,Diesel,Individual,Manual,First_Owner
Maruti_Omni_E_MPI_STD_BS_IV,2014,250000,60516,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_1.6_SX,2012,434999,235000,Diesel,Individual,Manual,Second_Owner
Mercedes-Benz_E-Class_280_CDI,2007,900000,76731,Diesel,Dealer,Automatic,First_Owner
Maruti_Swift_ZDI,2016,685000,64000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2014,540000,65000,Diesel,Dealer,Manual,First_Owner
Honda_City_i-VTEC_CVT_ZX,2018,1165000,13000,Petrol,Dealer,Automatic,Test_Drive_Car
Ford_Ecosport_1.5_DV5_MT_Titanium_Optional,2014,610000,77000,Diesel,Dealer,Manual,First_Owner
Hyundai_EON_Era,2011,254999,24000,Petrol,Dealer,Manual,First_Owner
Nissan_Micra_Active_XV,2014,280000,63840,Petrol,Dealer,Manual,First_Owner
Tata_Tiago_1.2_Revotron_XT,2017,370000,25000,Petrol,Individual,Manual,First_Owner
Tata_New_Safari_DICOR_2.2_EX_4x2,2011,459999,76400,Diesel,Individual,Manual,Second_Owner
Maruti_Zen_LX,1998,42000,70000,Petrol,Individual,Manual,Third_Owner
Maruti_Zen_LX,1998,42000,70000,Petrol,Individual,Manual,Third_Owner
Fiat_Linea_Active_(Diesel),2011,190000,80000,Diesel,Individual,Manual,Third_Owner
Fiat_Punto_1.4_Emotion,2010,165000,100000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Ford_EcoSport_1.5_Diesel_Trend_Plus_BSIV,2017,710000,40000,Diesel,Individual,Manual,First_Owner
Hyundai_Creta_1.6_SX_Option,2018,1200000,15000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_Estilo_LXI_BS_IV,2011,229999,70000,Petrol,Individual,Manual,First_Owner
Renault_KWID_RXT,2018,310000,15000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_BS_IV,2015,320000,40000,Petrol,Individual,Manual,First_Owner
Maruti_800_AC,2006,100000,54000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_CRDi,2009,160000,90000,Diesel,Individual,Manual,First_Owner
Maruti_800_AC_BSIII,2007,60000,52000,Petrol,Individual,Manual,First_Owner
Tata_Indigo_LS,2012,100000,200000,Diesel,Individual,Manual,Third_Owner
Chevrolet_Beat_Diesel_LT,2016,350000,35000,Diesel,Individual,Manual,Second_Owner
Renault_Duster_110PS_Diesel_RxZ_AWD,2017,700000,60000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2017,300000,31489,Petrol,Individual,Manual,First_Owner
Hyundai_i20_1.4_Asta_Option,2018,830000,40000,Diesel,Individual,Manual,First_Owner
Mahindra_Quanto_C6,2013,220000,110000,Diesel,Individual,Manual,First_Owner
Tata_Indigo_LX_Dicor,2009,130000,50000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_1.2_Magna,2012,330000,44000,Petrol,Individual,Manual,First_Owner
Honda_City_1.5_S_MT,2010,254999,90000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_1.6_SX_VTVT_(O),2014,600000,50000,Petrol,Individual,Manual,Second_Owner
Hyundai_i10_Magna,2012,210000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_Estilo_1.1_LXI_BSIII,2007,120000,81366,Petrol,Individual,Manual,First_Owner
Maruti_Esteem_Vxi_-_BSIII,2006,95000,110000,Petrol,Individual,Manual,First_Owner
Toyota_Innova_2.5_G_(Diesel)_8_Seater_BS_IV,2006,229999,300000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_Transform_VTVT,2010,229999,70000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Magna_Optional_1.4_CRDi,2013,400000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Gypsy_King_Hard_Top_Ambulance_BSIV,2005,300000,70000,Petrol,Individual,Manual,Second_Owner
Ford_Figo_Diesel_Celebration_Edition,2013,300000,50000,Diesel,Individual,Manual,First_Owner
Ford_Fiesta_1.4_SXi_TDCi,2009,80000,180000,Diesel,Individual,Manual,Second_Owner
Maruti_800_AC,2008,80000,50000,Petrol,Individual,Manual,Second_Owner
Maruti_Esteem_Vxi,2007,100000,90000,Petrol,Individual,Manual,Second_Owner
Tata_Indica_Vista_Quadrajet_LS,2012,300000,110000,Diesel,Individual,Manual,First_Owner
Maruti_Baleno_Zeta_Automatic,2018,700000,26000,Petrol,Individual,Automatic,First_Owner
Maruti_Vitara_Brezza_ZDi_Plus,2016,975000,65000,Diesel,Individual,Manual,First_Owner
Chevrolet_Captiva_LT,2009,500000,130000,Diesel,Individual,Manual,First_Owner
Renault_Duster_85PS_Diesel_RxL_Optional,2013,550000,75000,Diesel,Individual,Manual,Second_Owner
Nissan_Terrano_XV_Premium_110_PS,2014,550000,110000,Diesel,Individual,Manual,Second_Owner
Maruti_Alto_K10_2010-2014_VXI,2014,240000,50000,Petrol,Individual,Manual,First_Owner
Maruti_800_Std,1997,50000,80000,Petrol,Individual,Manual,Second_Owner
Tata_Indica_Vista_Aura_1.2_Safire,2009,120000,80000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_800_LXI,2013,900000,60000,Petrol,Individual,Manual,Second_Owner
Honda_City_1.5_V_MT,2009,250000,90000,Petrol,Individual,Manual,Second_Owner
Renault_KWID_1.0_RXT_Optional,2017,280000,36000,Petrol,Individual,Manual,First_Owner
Tata_Indica_Vista_Terra_Quadrajet_1.3L_BS_IV,2010,85000,87000,Diesel,Individual,Manual,First_Owner
Tata_Indica_Vista_Terra_1.4_TDI,2011,90000,80000,Diesel,Individual,Manual,First_Owner
Chevrolet_Enjoy_TCDi_LT_8_Seater,2015,500000,50000,Diesel,Individual,Manual,First_Owner
Maruti_800_Std,2013,200000,60000,Petrol,Individual,Manual,First_Owner
Renault_KWID_RXT,2015,250000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2014,185000,40000,Diesel,Individual,Manual,Third_Owner
Hyundai_i10_Magna_1.1,2008,100000,60000,Petrol,Individual,Manual,Second_Owner
Toyota_Etios_VXD,2015,610000,55000,Diesel,Individual,Manual,First_Owner
Mahindra_Quanto_C8,2012,290000,80000,Diesel,Individual,Manual,First_Owner
Mahindra_Xylo_E9,2012,300000,295000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2015,225000,80000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2017,320000,50000,Petrol,Individual,Manual,Second_Owner
Tata_Indigo_CR4,2012,135000,158000,Diesel,Individual,Manual,Third_Owner
Toyota_Innova_2.5_G_(Diesel)_7_Seater_BS_IV,2006,400000,400000,Diesel,Individual,Manual,Third_Owner
Maruti_Wagon_R_VXI_BS_IV,2016,400000,25000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Active_1.2_S,2017,570000,35000,Petrol,Individual,Manual,First_Owner
Maruti_Ignis_1.2_Zeta_BSIV,2018,500000,12000,Petrol,Individual,Manual,First_Owner
Maruti_Omni_MPI_STD_BSIV,2015,130000,70000,Petrol,Individual,Manual,First_Owner
Tata_Tiago_1.2_Revotron_XZ,2018,360000,4000,Petrol,Individual,Manual,First_Owner
Ford_Figo_Aspire_1.2_Ti-VCT_Trend,2017,530000,10832,Petrol,Dealer,Manual,First_Owner
Hyundai_i10_Era,2009,250000,50000,Petrol,Individual,Manual,First_Owner
Nissan_Sunny_XL,2016,600000,19495,Petrol,Dealer,Manual,First_Owner
Renault_Duster_85PS_Diesel_RxL_Plus,2013,570000,62668,Diesel,Dealer,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2013,850000,85710,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Diesel_EXI,2011,250000,55130,Diesel,Dealer,Manual,Second_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second_Owner
Toyota_Fortuner_3.0_Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First_Owner
Chevrolet_Spark_1.0_LT,2010,180000,15000,Petrol,Individual,Manual,First_Owner
Tata_Tiago_1.2_Revotron_XE,2017,300000,50000,Petrol,Individual,Manual,First_Owner
Toyota_Etios_Liva_VX,2012,269000,70000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_K10_VXI,2018,231999,20000,Petrol,Individual,Manual,First_Owner
Chevrolet_Beat_LS,2011,150000,60000,Petrol,Individual,Manual,Third_Owner
Hyundai_Grand_i10_Asta_Option,2017,495000,5000,Petrol,Individual,Manual,First_Owner
Maruti_Ciaz_VXi,2014,700000,15000,Petrol,Individual,Manual,First_Owner
Datsun_GO_Plus_T_BSIV,2018,400000,4400,Petrol,Individual,Manual,Second_Owner
Mahindra_Xylo_H4,2019,599000,15000,Diesel,Individual,Manual,Third_Owner
Renault_Duster_85PS_Diesel_RxL_Optional,2013,421000,45000,Diesel,Individual,Manual,First_Owner
Ford_EcoSport_1.5_Diesel_Trend_BSIV,2018,841000,1000,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Magna_1.1L,2014,295000,38500,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Sportz,2011,220000,25000,Petrol,Individual,Manual,First_Owner
Ford_Classic_1.4_Duratorq_LXI,2013,250000,35000,Diesel,Individual,Manual,First_Owner
Toyota_Fortuner_3.0_Diesel,2009,1100000,110000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_1.6_VTVT,2012,300000,40000,Petrol,Individual,Manual,First_Owner
Chevrolet_Aveo_U-VA_1.2,2007,80000,110000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_Diesel_LT,2013,215000,20000,Diesel,Individual,Manual,Third_Owner
Hyundai_EON_Magna_Plus,2012,245000,14987,Petrol,Dealer,Manual,First_Owner
Ford_EcoSport_1.5_TDCi_Titanium_BSIV,2016,650000,25061,Diesel,Dealer,Manual,First_Owner
Ford_Ecosport_1.5_Diesel_Titanium,2017,760000,42494,Diesel,Dealer,Manual,First_Owner
Honda_Amaze_S_i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Diesel_EXI,2014,280000,89741,Diesel,Dealer,Manual,Second_Owner
Honda_Jazz_1.5_S_i_DTEC,2016,495000,65000,Diesel,Dealer,Manual,First_Owner
Honda_Jazz_1.5_VX_i_DTEC,2016,525000,35000,Diesel,Dealer,Manual,First_Owner
Toyota_Innova_2.5_GX_8_STR_BSIV,2009,420000,347089,Diesel,Dealer,Manual,First_Owner
Tata_New_Safari_DICOR_2.2_VX_4x2,2010,210000,34500,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Active_1.2_S,2018,650000,30000,Petrol,Individual,Manual,First_Owner
BMW_3_Series_320d_Luxury_Line,2018,2300000,39000,Diesel,Individual,Automatic,First_Owner
Ford_Freestyle_Titanium_Plus_Diesel_BSIV,2019,525000,16000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_CNG,2010,195000,80000,CNG,Individual,Manual,Second_Owner
Maruti_Ertiga_SHVS_VDI,2016,650000,60000,Diesel,Individual,Manual,First_Owner
Mahindra_TUV_300_T6_Plus,2015,540000,110000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2014,180000,61000,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_Power_Plus_ZLX,2017,750000,29000,Diesel,Individual,Manual,First_Owner
Maruti_Ertiga_SHVS_ZDI_Plus,2018,980000,50000,Diesel,Individual,Manual,First_Owner
Fiat_Grande_Punto_EVO_90HP_1.3_Sport,2014,250000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Sportz_AT,2018,550000,35000,Petrol,Individual,Automatic,First_Owner
Volkswagen_Vento_1.6_Highline,2015,509999,43000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_K10_LXI,2017,320000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_D_Lite,2016,275000,25000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W8_2WD,2013,550000,222252,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_Minor,2009,145000,50000,Petrol,Individual,Manual,Second_Owner
Fiat_Grande_Punto_Emotion_90Hp,2013,250000,80000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_1.6_SX,2012,520000,35000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_LXi,2007,95000,85000,Petrol,Individual,Manual,Second_Owner
Toyota_Innova_2.5_V_Diesel_7-seater,2011,725000,110000,Diesel,Individual,Manual,Third_Owner
Maruti_800_AC,2006,55000,70000,Petrol,Individual,Manual,Second_Owner
Honda_City_i_DTEC_VX,2014,600000,100000,Diesel,Individual,Manual,First_Owner
Volkswagen_Vento_New_Diesel_Highline,2013,330000,120000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2015,470000,89000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_ZDi,2013,365000,120000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Magna_Plus,2013,250000,40000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_VXI_BS_IV,2017,430000,17000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI,2013,400000,125000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_ZXI,2015,615000,110000,Petrol,Individual,Manual,Second_Owner
Ford_Figo_Diesel_Titanium,2011,150000,120000,Diesel,Individual,Manual,Second_Owner
